technology_id,series_id,time,value
711,103,2021,1
711,103,2022,1
711,103,2023,1
711,103,2024,1
711,103,2025,1
711,103,2026,1
711,103,2027,1
711,103,2028,1
711,103,2029,1
711,103,2030,1
711,103,2031,1
711,103,2040,1
711,103,2050,1
711,103,2060,1
713,103,2009,1
713,103,2010,1
713,103,2011,1
713,103,2012,1
713,103,2013,1
713,103,2014,1
713,103,2015,1
713,103,2016,1
713,103,2017,1
713,103,2018,1
713,103,2019,1
713,103,2020,1
713,103,2021,1
713,103,2022,1
713,103,2023,1
713,103,2024,1
713,103,2025,1
713,103,2026,1
713,103,2027,1
713,103,2028,1
713,103,2029,1
713,103,2030,1
713,103,2031,1
713,103,2040,1
713,103,2050,1
713,103,2060,1
713,141,2009,900
713,141,2010,900
713,141,2011,900
713,141,2012,900
713,141,2013,900
713,141,2014,900
713,141,2015,900
713,141,2016,900
713,141,2017,900
713,141,2018,900
713,141,2019,900
713,141,2020,900
713,141,2021,900
713,141,2022,900
713,141,2023,900
713,141,2024,900
713,141,2025,900
713,141,2026,900
713,141,2027,900
713,141,2028,900
713,141,2029,900
713,141,2030,900
713,141,2031,900
713,141,2040,900
713,141,2050,900
713,141,2060,900
713,26,2009,0
713,26,2010,0
713,26,2011,0
713,26,2012,0
713,26,2013,0
713,26,2014,0
713,26,2015,0
713,26,2016,0
713,26,2017,0
713,26,2018,0
713,26,2019,0
713,26,2020,0
713,26,2021,0
713,26,2022,0
713,26,2023,0
713,26,2024,0
713,26,2025,0
713,26,2026,0
713,26,2027,0
713,26,2028,0
713,26,2029,0
713,26,2030,0
713,26,2031,0
713,26,2040,0
713,26,2050,0
713,26,2060,0
670,103,2009,1
670,103,2010,1
670,103,2011,1
670,103,2012,1
670,103,2013,1
670,103,2014,1
670,103,2015,1
670,103,2016,1
670,103,2017,1
670,103,2018,1
670,103,2019,1
670,103,2020,1
670,103,2021,1
670,103,2022,1
670,103,2023,1
670,103,2024,1
670,103,2025,1
670,103,2026,1
670,103,2027,1
670,103,2028,1
670,103,2029,1
670,103,2030,1
670,103,2031,1
670,103,2040,1
670,103,2050,1
670,103,2060,1
670,140,2009,2
670,140,2010,2
670,140,2011,2
670,140,2012,2
670,140,2013,2
670,140,2014,2
670,140,2015,2
670,140,2016,2
670,140,2017,2
670,140,2018,2
670,140,2019,2
670,140,2020,2
670,140,2021,2
670,140,2022,2
670,140,2023,2
670,140,2024,2
670,140,2025,2
670,140,2026,2
670,140,2027,2
670,140,2028,2
670,140,2029,2
