"source","target","text","flow"
"CD","AO","%flow GWh",908
"NA","AO","%flow GWh",2758
"ZA","BW","%flow GWh",5543
"ZM","CD","%flow GWh",3289
"ZA","LS","%flow GWh",324
"MZ","MW","%flow GWh",263
"BW","NA","%flow GWh",4412
"SZ","ZA","%flow GWh",9166
"MZ","SZ","%flow GWh",9943
"ZM","TZ","%flow GWh",3480
"ZW","ZM","%flow GWh",13646
"BW","ZW","%flow GWh",5259
"MZ","ZW","%flow GWh",5830
"ZA","ZW","%flow GWh",5259
