"source","target","text","flow"
"CD","AO","%flow GWh",6232
"NA","BW","%flow GWh",4906
"ZW","BW","%flow GWh",1066
"ZA","LS","%flow GWh",162
"MW","MZ","%flow GWh",1328
"AO","NA","%flow GWh",1558
"CD","NA","%flow GWh",9377
"BW","ZA","%flow GWh",11365
"MZ","ZA","%flow GWh",10212
"NA","ZA","%flow GWh",6522
"SZ","ZA","%flow GWh",16524
"ZW","ZA","%flow GWh",17561
"MZ","SZ","%flow GWh",12660
"ZM","TZ","%flow GWh",2806
"CD","ZM","%flow GWh",6621
"MZ","ZW","%flow GWh",7791
"ZM","ZW","%flow GWh",6564
