"source","target","text","flow"
"CD","AO","%flow GWh",4028
"NA","BW","%flow GWh",1069
"ZW","BW","%flow GWh",8373
"ZA","LS","%flow GWh",184
"MW","MZ","%flow GWh",1127
"AO","NA","%flow GWh",891
"CD","NA","%flow GWh",4859
"BW","ZA","%flow GWh",11365
"MZ","ZA","%flow GWh",5516
"NA","ZA","%flow GWh",6522
"SZ","ZA","%flow GWh",15470
"ZW","ZA","%flow GWh",5259
"MZ","SZ","%flow GWh",12660
"ZM","TZ","%flow GWh",1731
"CD","ZM","%flow GWh",6621
"MZ","ZW","%flow GWh",8706
"ZM","ZW","%flow GWh",2422
