"source","target","text","flow"
"ZA","BW","%flow MWyr",1297
"ZM","CD","%flow MWyr",72
"MW","MZ","%flow MWyr",58
"ZA","MZ","%flow MWyr",944
"SZ","MZ","%flow MWyr",1444
"BW","NA","%flow MWyr",364
"ZA","NA","%flow MWyr",1042
"ZM","NA","%flow MWyr",183
"LS","ZA","%flow MWyr",20
"ZA","SZ","%flow MWyr",1441
"ZW","ZM","%flow MWyr",139
"ZA","ZW","%flow MWyr",600
"ZM","ZW","%flow MWyr",85
